month,line,station,variable,value,hour,type,time_period
2026-04-01,1호선,동대문,04시-05시 승차인원,699,4,승차,night
2026-04-01,1호선,동묘앞,04시-05시 승차인원,203,4,승차,night
2026-04-01,1호선,서울역,04시-05시 승차인원,714,4,승차,night
2026-04-01,1호선,시청,04시-05시 승차인원,175,4,승차,night
2026-04-01,1호선,신설동,04시-05시 승차인원,484,4,승차,night
2026-04-01,1호선,제기동,04시-05시 승차인원,376,4,승차,night
2026-04-01,1호선,종각,04시-05시 승차인원,95,4,승차,night
2026-04-01,1호선,종로3가,04시-05시 승차인원,153,4,승차,night
2026-04-01,1호선,종로5가,04시-05시 승차인원,78,4,승차,night
2026-04-01,1호선,청량리(서울시립대입구),04시-05시 승차인원,1304,4,승차,night
2026-04-01,2호선,강남,04시-05시 승차인원,151,4,승차,night
2026-04-01,2호선,강변(동서울터미널),04시-05시 승차인원,26,4,승차,night
2026-04-01,2호선,건대입구,04시-05시 승차인원,302,4,승차,night
2026-04-01,2호선,교대(법원.검찰청),04시-05시 승차인원,15,4,승차,night
2026-04-01,2호선,구로디지털단지,04시-05시 승차인원,324,4,승차,night
2026-04-01,2호선,구의(광진구청),04시-05시 승차인원,81,4,승차,night
2026-04-01,2호선,낙성대(강감찬),04시-05시 승차인원,75,4,승차,night
2026-04-01,2호선,당산,04시-05시 승차인원,35,4,승차,night
2026-04-01,2호선,대림(구로구청),04시-05시 승차인원,775,4,승차,night
2026-04-01,2호선,도림천,04시-05시 승차인원,3,4,승차,night
2026-04-01,2호선,동대문역사문화공원(DDP),04시-05시 승차인원,191,4,승차,night
2026-04-01,2호선,뚝섬,04시-05시 승차인원,25,4,승차,night
2026-04-01,2호선,문래,04시-05시 승차인원,38,4,승차,night
2026-04-01,2호선,방배,04시-05시 승차인원,2,4,승차,night
2026-04-01,2호선,봉천,04시-05시 승차인원,98,4,승차,night
2026-04-01,2호선,사당,04시-05시 승차인원,97,4,승차,night
2026-04-01,2호선,삼성(무역센터),04시-05시 승차인원,129,4,승차,night
2026-04-01,2호선,상왕십리,04시-05시 승차인원,11,4,승차,night
2026-04-01,2호선,서울대입구(관악구청),04시-05시 승차인원,4826,4,승차,night
2026-04-01,2호선,서초,04시-05시 승차인원,2,4,승차,night
2026-04-01,2호선,선릉,04시-05시 승차인원,181,4,승차,night
2026-04-01,2호선,성수,04시-05시 승차인원,54,4,승차,night
2026-04-01,2호선,시청,04시-05시 승차인원,35,4,승차,night
2026-04-01,2호선,신답,04시-05시 승차인원,11,4,승차,night
2026-04-01,2호선,신당,04시-05시 승차인원,23,4,승차,night
2026-04-01,2호선,신대방,04시-05시 승차인원,276,4,승차,night
2026-04-01,2호선,신도림,04시-05시 승차인원,4536,4,승차,night
2026-04-01,2호선,신림,04시-05시 승차인원,256,4,승차,night
2026-04-01,2호선,신설동,04시-05시 승차인원,47,4,승차,night
2026-04-01,2호선,신정네거리,04시-05시 승차인원,113,4,승차,night
2026-04-01,2호선,신촌,04시-05시 승차인원,46,4,승차,night
2026-04-01,2호선,아현,04시-05시 승차인원,10,4,승차,night
2026-04-01,2호선,양천구청,04시-05시 승차인원,38,4,승차,night
2026-04-01,2호선,역삼,04시-05시 승차인원,43,4,승차,night
2026-04-01,2호선,영등포구청,04시-05시 승차인원,81,4,승차,night
2026-04-01,2호선,왕십리(성동구청),04시-05시 승차인원,637,4,승차,night
2026-04-01,2호선,용답,04시-05시 승차인원,15,4,승차,night
2026-04-01,2호선,용두(동대문구청),04시-05시 승차인원,75,4,승차,night
2026-04-01,2호선,을지로3가,04시-05시 승차인원,25,4,승차,night
2026-04-01,2호선,을지로4가,04시-05시 승차인원,8,4,승차,night
2026-04-01,2호선,을지로입구,04시-05시 승차인원,141,4,승차,night
2026-04-01,2호선,이대,04시-05시 승차인원,12,4,승차,night
2026-04-01,2호선,잠실(송파구청),04시-05시 승차인원,88,4,승차,night
2026-04-01,2호선,잠실나루,04시-05시 승차인원,2,4,승차,night
2026-04-01,2호선,잠실새내,04시-05시 승차인원,20,4,승차,night
2026-04-01,2호선,종합운동장,04시-05시 승차인원,34,4,승차,night
2026-04-01,2호선,충정로(경기대입구),04시-05시 승차인원,14,4,승차,night
2026-04-01,2호선,한양대,04시-05시 승차인원,2,4,승차,night
2026-04-01,2호선,합정,04시-05시 승차인원,116,4,승차,night
2026-04-01,2호선,홍대입구,04시-05시 승차인원,746,4,승차,night
2026-04-01,3호선,가락시장,04시-05시 승차인원,52,4,승차,night
2026-04-01,3호선,경복궁(정부서울청사),04시-05시 승차인원,33,4,승차,night
2026-04-01,3호선,경찰병원,04시-05시 승차인원,8,4,승차,night
2026-04-01,3호선,고속터미널,04시-05시 승차인원,135,4,승차,night
2026-04-01,3호선,교대(법원.검찰청),04시-05시 승차인원,67,4,승차,night
2026-04-01,3호선,구파발,04시-05시 승차인원,186,4,승차,night
2026-04-01,3호선,금호,04시-05시 승차인원,53,4,승차,night
2026-04-01,3호선,남부터미널(예술의전당),04시-05시 승차인원,52,4,승차,night
2026-04-01,3호선,녹번,04시-05시 승차인원,92,4,승차,night
2026-04-01,3호선,대청,04시-05시 승차인원,78,4,승차,night
2026-04-01,3호선,대치,04시-05시 승차인원,24,4,승차,night
2026-04-01,3호선,도곡,04시-05시 승차인원,26,4,승차,night
2026-04-01,3호선,독립문,04시-05시 승차인원,187,4,승차,night
2026-04-01,3호선,동대입구,04시-05시 승차인원,10,4,승차,night
2026-04-01,3호선,매봉,04시-05시 승차인원,16,4,승차,night
2026-04-01,3호선,무악재,04시-05시 승차인원,8,4,승차,night
2026-04-01,3호선,불광,04시-05시 승차인원,18,4,승차,night
2026-04-01,3호선,수서,04시-05시 승차인원,169,4,승차,night
2026-04-01,3호선,신사,04시-05시 승차인원,36,4,승차,night
2026-04-01,3호선,안국,04시-05시 승차인원,20,4,승차,night
2026-04-01,3호선,압구정,04시-05시 승차인원,68,4,승차,night
2026-04-01,3호선,약수,04시-05시 승차인원,48,4,승차,night
2026-04-01,3호선,양재(서초구청),04시-05시 승차인원,68,4,승차,night
2026-04-01,3호선,연신내,04시-05시 승차인원,399,4,승차,night
2026-04-01,3호선,오금,04시-05시 승차인원,29,4,승차,night
2026-04-01,3호선,옥수,04시-05시 승차인원,217,4,승차,night
2026-04-01,3호선,을지로3가,04시-05시 승차인원,35,4,승차,night
2026-04-01,3호선,일원,04시-05시 승차인원,4,4,승차,night
2026-04-01,3호선,잠원,04시-05시 승차인원,4,4,승차,night
2026-04-01,3호선,종로3가,04시-05시 승차인원,71,4,승차,night
2026-04-01,3호선,지축,04시-05시 승차인원,18,4,승차,night
2026-04-01,3호선,충무로,04시-05시 승차인원,0,4,승차,night
2026-04-01,3호선,학여울,04시-05시 승차인원,3,4,승차,night
2026-04-01,3호선,홍제,04시-05시 승차인원,95,4,승차,night
2026-04-01,4호선,길음,04시-05시 승차인원,22,4,승차,night
2026-04-01,4호선,남태령,04시-05시 승차인원,13,4,승차,night
2026-04-01,4호선,노원,04시-05시 승차인원,282,4,승차,night
2026-04-01,4호선,동대문,04시-05시 승차인원,307,4,승차,night
2026-04-01,4호선,동대문역사문화공원(DDP),04시-05시 승차인원,414,4,승차,night
2026-04-01,4호선,동작(현충원),04시-05시 승차인원,14,4,승차,night
2026-04-01,4호선,명동,04시-05시 승차인원,45,4,승차,night
2026-04-01,4호선,미아(서울사이버대학),04시-05시 승차인원,42,4,승차,night
2026-04-01,4호선,미아사거리,04시-05시 승차인원,57,4,승차,night
2026-04-01,4호선,불암산,04시-05시 승차인원,81,4,승차,night
2026-04-01,4호선,사당,04시-05시 승차인원,113,4,승차,night
2026-04-01,4호선,삼각지(전쟁기념관),04시-05시 승차인원,3,4,승차,night
2026-04-01,4호선,상계,04시-05시 승차인원,109,4,승차,night
2026-04-01,4호선,서울역,04시-05시 승차인원,265,4,승차,night
2026-04-01,4호선,성신여대입구(돈암),04시-05시 승차인원,61,4,승차,night
2026-04-01,4호선,수유(강북구청),04시-05시 승차인원,114,4,승차,night
2026-04-01,4호선,숙대입구(갈월),04시-05시 승차인원,10,4,승차,night
2026-04-01,4호선,신용산,04시-05시 승차인원,4,4,승차,night
2026-04-01,4호선,쌍문,04시-05시 승차인원,191,4,승차,night
2026-04-01,4호선,이촌(국립중앙박물관),04시-05시 승차인원,35,4,승차,night
2026-04-01,4호선,창동,04시-05시 승차인원,2374,4,승차,night
2026-04-01,4호선,총신대입구(이수),04시-05시 승차인원,95,4,승차,night
2026-04-01,4호선,충무로,04시-05시 승차인원,81,4,승차,night
2026-04-01,4호선,한성대입구(삼선교),04시-05시 승차인원,38,4,승차,night
2026-04-01,4호선,혜화,04시-05시 승차인원,32,4,승차,night
2026-04-01,4호선,회현(남대문시장),04시-05시 승차인원,34,4,승차,night
2026-04-01,5호선,강동,04시-05시 승차인원,184,4,승차,night
2026-04-01,5호선,강일,04시-05시 승차인원,0,4,승차,night
2026-04-01,5호선,개롱,04시-05시 승차인원,1,4,승차,night
2026-04-01,5호선,개화산,04시-05시 승차인원,5,4,승차,night
2026-04-01,5호선,거여,04시-05시 승차인원,13,4,승차,night
2026-04-01,5호선,고덕,04시-05시 승차인원,10,4,승차,night
2026-04-01,5호선,공덕,04시-05시 승차인원,18,4,승차,night
2026-04-01,5호선,광나루(장신대),04시-05시 승차인원,8,4,승차,night
2026-04-01,5호선,광화문(세종문화회관),04시-05시 승차인원,6,4,승차,night
2026-04-01,5호선,군자(능동),04시-05시 승차인원,124,4,승차,night
2026-04-01,5호선,굽은다리(강동구민회관앞),04시-05시 승차인원,4,4,승차,night
2026-04-01,5호선,길동,04시-05시 승차인원,4,4,승차,night
2026-04-01,5호선,김포공항,04시-05시 승차인원,9,4,승차,night
2026-04-01,5호선,까치산,04시-05시 승차인원,322,4,승차,night
2026-04-01,5호선,답십리,04시-05시 승차인원,13,4,승차,night
2026-04-01,5호선,동대문역사문화공원(DDP),04시-05시 승차인원,1,4,승차,night
2026-04-01,5호선,둔촌동,04시-05시 승차인원,1,4,승차,night
2026-04-01,5호선,마곡,04시-05시 승차인원,4,4,승차,night
2026-04-01,5호선,마장,04시-05시 승차인원,5,4,승차,night
2026-04-01,5호선,마천,04시-05시 승차인원,172,4,승차,night
2026-04-01,5호선,마포,04시-05시 승차인원,5,4,승차,night
2026-04-01,5호선,명일,04시-05시 승차인원,9,4,승차,night
2026-04-01,5호선,목동,04시-05시 승차인원,40,4,승차,night
2026-04-01,5호선,미사,04시-05시 승차인원,12,4,승차,night
2026-04-01,5호선,발산,04시-05시 승차인원,2,4,승차,night
2026-04-01,5호선,방이,04시-05시 승차인원,0,4,승차,night
2026-04-01,5호선,방화,04시-05시 승차인원,26,4,승차,night
2026-04-01,5호선,상일동,04시-05시 승차인원,54,4,승차,night
2026-04-01,5호선,서대문,04시-05시 승차인원,9,4,승차,night
2026-04-01,5호선,송정,04시-05시 승차인원,8,4,승차,night
2026-04-01,5호선,신금호,04시-05시 승차인원,40,4,승차,night
2026-04-01,5호선,신길,04시-05시 승차인원,42,4,승차,night
2026-04-01,5호선,신정(은행정),04시-05시 승차인원,137,4,승차,night
2026-04-01,5호선,아차산(어린이대공원후문),04시-05시 승차인원,34,4,승차,night
2026-04-01,5호선,애오개,04시-05시 승차인원,57,4,승차,night
2026-04-01,5호선,양평,04시-05시 승차인원,3,4,승차,night
2026-04-01,5호선,여의나루,04시-05시 승차인원,32,4,승차,night
2026-04-01,5호선,여의도,04시-05시 승차인원,15,4,승차,night
2026-04-01,5호선,영등포구청,04시-05시 승차인원,2,4,승차,night
2026-04-01,5호선,영등포시장,04시-05시 승차인원,27,4,승차,night
2026-04-01,5호선,오금,04시-05시 승차인원,19,4,승차,night
2026-04-01,5호선,오목교(목동운동장앞),04시-05시 승차인원,19,4,승차,night
2026-04-01,5호선,올림픽공원(한국체대),04시-05시 승차인원,15,4,승차,night
2026-04-01,5호선,왕십리(성동구청),04시-05시 승차인원,46,4,승차,night
2026-04-01,5호선,우장산,04시-05시 승차인원,1,4,승차,night
2026-04-01,5호선,을지로4가,04시-05시 승차인원,2,4,승차,night
2026-04-01,5호선,장한평,04시-05시 승차인원,27,4,승차,night
2026-04-01,5호선,종로3가,04시-05시 승차인원,53,4,승차,night
2026-04-01,5호선,천호(풍납토성),04시-05시 승차인원,62,4,승차,night
2026-04-01,5호선,청구,04시-05시 승차인원,8,4,승차,night
2026-04-01,5호선,충정로(경기대입구),04시-05시 승차인원,8,4,승차,night
2026-04-01,5호선,하남검단산,04시-05시 승차인원,32,4,승차,night
2026-04-01,5호선,하남시청(덕풍?신장),04시-05시 승차인원,38,4,승차,night
2026-04-01,5호선,하남풍산,04시-05시 승차인원,19,4,승차,night
2026-04-01,5호선,행당,04시-05시 승차인원,34,4,승차,night
2026-04-01,5호선,화곡,04시-05시 승차인원,684,4,승차,night
2026-04-01,6호선,고려대(종암),04시-05시 승차인원,48,4,승차,night
2026-04-01,6호선,공덕,04시-05시 승차인원,164,4,승차,night
2026-04-01,6호선,광흥창(서강),04시-05시 승차인원,27,4,승차,night
2026-04-01,6호선,구산,04시-05시 승차인원,33,4,승차,night
2026-04-01,6호선,녹사평(용산구청),04시-05시 승차인원,31,4,승차,night
2026-04-01,6호선,대흥(서강대앞),04시-05시 승차인원,4,4,승차,night
2026-04-01,6호선,독바위,04시-05시 승차인원,9,4,승차,night
2026-04-01,6호선,돌곶이,04시-05시 승차인원,33,4,승차,night
2026-04-01,6호선,동묘앞,04시-05시 승차인원,155,4,승차,night
2026-04-01,6호선,디지털미디어시티,04시-05시 승차인원,230,4,승차,night
2026-04-01,6호선,마포구청,04시-05시 승차인원,16,4,승차,night
2026-04-01,6호선,망원,04시-05시 승차인원,13,4,승차,night
2026-04-01,6호선,버티고개,04시-05시 승차인원,1,4,승차,night
2026-04-01,6호선,보문,04시-05시 승차인원,39,4,승차,night
2026-04-01,6호선,봉화산(서울의료원),04시-05시 승차인원,29,4,승차,night
2026-04-01,6호선,불광,04시-05시 승차인원,7,4,승차,night
2026-04-01,6호선,삼각지(전쟁기념관),04시-05시 승차인원,3,4,승차,night
2026-04-01,6호선,상수,04시-05시 승차인원,43,4,승차,night
2026-04-01,6호선,상월곡(한국과학기술연구원),04시-05시 승차인원,76,4,승차,night
2026-04-01,6호선,새절(신사),04시-05시 승차인원,138,4,승차,night
2026-04-01,6호선,석계,04시-05시 승차인원,1346,4,승차,night
2026-04-01,6호선,신내,04시-05시 승차인원,0,4,승차,night
2026-04-01,6호선,신당,04시-05시 승차인원,80,4,승차,night
2026-04-01,6호선,안암(고대병원앞),04시-05시 승차인원,15,4,승차,night
2026-04-01,6호선,약수,04시-05시 승차인원,2,4,승차,night
2026-04-01,6호선,역촌,04시-05시 승차인원,1,4,승차,night
2026-04-01,6호선,연신내,04시-05시 승차인원,0,4,승차,night
2026-04-01,6호선,월곡(동덕여대),04시-05시 승차인원,33,4,승차,night
2026-04-01,6호선,월드컵경기장(성산),04시-05시 승차인원,28,4,승차,night
2026-04-01,6호선,응암,04시-05시 승차인원,47,4,승차,night
2026-04-01,6호선,이태원,04시-05시 승차인원,183,4,승차,night
2026-04-01,6호선,증산(명지대앞),04시-05시 승차인원,57,4,승차,night
2026-04-01,6호선,창신,04시-05시 승차인원,1,4,승차,night
2026-04-01,6호선,청구,04시-05시 승차인원,21,4,승차,night
2026-04-01,6호선,태릉입구,04시-05시 승차인원,17,4,승차,night
2026-04-01,6호선,한강진,04시-05시 승차인원,15,4,승차,night
2026-04-01,6호선,합정,04시-05시 승차인원,26,4,승차,night
2026-04-01,6호선,화랑대(서울여대입구),04시-05시 승차인원,42,4,승차,night
2026-04-01,6호선,효창공원앞,04시-05시 승차인원,4,4,승차,night
2026-04-01,7호선,가산디지털단지,04시-05시 승차인원,804,4,승차,night
2026-04-01,7호선,강남구청,04시-05시 승차인원,9,4,승차,night
2026-04-01,7호선,건대입구,04시-05시 승차인원,67,4,승차,night
2026-04-01,7호선,고속터미널,04시-05시 승차인원,32,4,승차,night
2026-04-01,7호선,공릉(서울과학기술대),04시-05시 승차인원,79,4,승차,night
2026-04-01,7호선,광명사거리,04시-05시 승차인원,194,4,승차,night
2026-04-01,7호선,군자(능동),04시-05시 승차인원,88,4,승차,night
2026-04-01,7호선,남구로,04시-05시 승차인원,179,4,승차,night
2026-04-01,7호선,남성,04시-05시 승차인원,43,4,승차,night
2026-04-01,7호선,내방,04시-05시 승차인원,8,4,승차,night
2026-04-01,7호선,노원,04시-05시 승차인원,65,4,승차,night
2026-04-01,7호선,논현,04시-05시 승차인원,23,4,승차,night
2026-04-01,7호선,대림(구로구청),04시-05시 승차인원,171,4,승차,night
2026-04-01,7호선,도봉산,04시-05시 승차인원,113,4,승차,night
2026-04-01,7호선,마들,04시-05시 승차인원,23,4,승차,night
2026-04-01,7호선,먹골,04시-05시 승차인원,80,4,승차,night
2026-04-01,7호선,면목,04시-05시 승차인원,62,4,승차,night
2026-04-01,7호선,반포,04시-05시 승차인원,14,4,승차,night
2026-04-01,7호선,보라매,04시-05시 승차인원,9,4,승차,night
2026-04-01,7호선,사가정,04시-05시 승차인원,37,4,승차,night
2026-04-01,7호선,상도,04시-05시 승차인원,5,4,승차,night
2026-04-01,7호선,상봉,04시-05시 승차인원,456,4,승차,night
2026-04-01,7호선,수락산,04시-05시 승차인원,97,4,승차,night
2026-04-01,7호선,숭실대입구(살피재),04시-05시 승차인원,7,4,승차,night
2026-04-01,7호선,신대방삼거리,04시-05시 승차인원,68,4,승차,night
2026-04-01,7호선,신중동,04시-05시 승차인원,0,4,승차,night
2026-04-01,7호선,신풍,04시-05시 승차인원,330,4,승차,night
2026-04-01,7호선,어린이대공원(세종대),04시-05시 승차인원,13,4,승차,night
2026-04-01,7호선,온수(성공회대입구),04시-05시 승차인원,202,4,승차,night
2026-04-01,7호선,용마산(용마폭포공원),04시-05시 승차인원,8,4,승차,night
2026-04-01,7호선,이수,04시-05시 승차인원,46,4,승차,night
2026-04-01,7호선,자양(뚝섬한강공원),04시-05시 승차인원,11,4,승차,night
2026-04-01,7호선,장승배기,04시-05시 승차인원,14,4,승차,night
2026-04-01,7호선,장암,04시-05시 승차인원,1,4,승차,night
2026-04-01,7호선,중계,04시-05시 승차인원,66,4,승차,night
2026-04-01,7호선,중곡,04시-05시 승차인원,30,4,승차,night
2026-04-01,7호선,중화,04시-05시 승차인원,117,4,승차,night
2026-04-01,7호선,천왕,04시-05시 승차인원,67,4,승차,night
2026-04-01,7호선,철산,04시-05시 승차인원,69,4,승차,night
2026-04-01,7호선,청담,04시-05시 승차인원,11,4,승차,night
2026-04-01,7호선,태릉입구,04시-05시 승차인원,197,4,승차,night
2026-04-01,7호선,하계,04시-05시 승차인원,37,4,승차,night
2026-04-01,7호선,학동,04시-05시 승차인원,8,4,승차,night
2026-04-01,8호선,가락시장,04시-05시 승차인원,198,4,승차,night
2026-04-01,8호선,강동구청,04시-05시 승차인원,43,4,승차,night
2026-04-01,8호선,남위례,04시-05시 승차인원,4,4,승차,night
2026-04-01,8호선,남한산성입구(성남법원.검찰청),04시-05시 승차인원,120,4,승차,night
2026-04-01,8호선,단대오거리,04시-05시 승차인원,28,4,승차,night
2026-04-01,8호선,모란,04시-05시 승차인원,17,4,승차,night
2026-04-01,8호선,몽촌토성(평화의문),04시-05시 승차인원,6,4,승차,night
2026-04-01,8호선,문정,04시-05시 승차인원,6,4,승차,night
2026-04-01,8호선,복정,04시-05시 승차인원,41,4,승차,night
2026-04-01,8호선,산성,04시-05시 승차인원,10,4,승차,night
2026-04-01,8호선,석촌,04시-05시 승차인원,4,4,승차,night
2026-04-01,8호선,송파,04시-05시 승차인원,1,4,승차,night
2026-04-01,8호선,수진,04시-05시 승차인원,9,4,승차,night
2026-04-01,8호선,신흥,04시-05시 승차인원,7,4,승차,night
2026-04-01,8호선,암사,04시-05시 승차인원,206,4,승차,night
2026-04-01,8호선,암사역사공원,04시-05시 승차인원,4,4,승차,night
2026-04-01,8호선,잠실(송파구청),04시-05시 승차인원,36,4,승차,night
2026-04-01,8호선,장지,04시-05시 승차인원,18,4,승차,night
2026-04-01,8호선,천호(풍납토성),04시-05시 승차인원,130,4,승차,night
2026-04-01,9호선,가양,04시-05시 승차인원,86,4,승차,night
2026-04-01,9호선,개화,04시-05시 승차인원,36,4,승차,night
2026-04-01,9호선,고속터미널,04시-05시 승차인원,22,4,승차,night
2026-04-01,9호선,공항시장,04시-05시 승차인원,15,4,승차,night
2026-04-01,9호선,구반포,04시-05시 승차인원,5,4,승차,night
2026-04-01,9호선,국회의사당,04시-05시 승차인원,1,4,승차,night
2026-04-01,9호선,김포공항,04시-05시 승차인원,7,4,승차,night
2026-04-01,9호선,노들,04시-05시 승차인원,2,4,승차,night
2026-04-01,9호선,노량진,04시-05시 승차인원,402,4,승차,night
2026-04-01,9호선,당산,04시-05시 승차인원,89,4,승차,night
2026-04-01,9호선,동작(현충원),04시-05시 승차인원,23,4,승차,night
2026-04-01,9호선,등촌,04시-05시 승차인원,20,4,승차,night
2026-04-01,9호선,마곡나루(서울식물원),04시-05시 승차인원,25,4,승차,night
2026-04-01,9호선,사평,04시-05시 승차인원,0,4,승차,night
2026-04-01,9호선,샛강,04시-05시 승차인원,12,4,승차,night
2026-04-01,9호선,선유도,04시-05시 승차인원,14,4,승차,night
2026-04-01,9호선,신논현,04시-05시 승차인원,68,4,승차,night
2026-04-01,9호선,신목동,04시-05시 승차인원,7,4,승차,night
2026-04-01,9호선,신반포,04시-05시 승차인원,9,4,승차,night
2026-04-01,9호선,신방화,04시-05시 승차인원,3,4,승차,night
2026-04-01,9호선,양천향교,04시-05시 승차인원,5,4,승차,night
2026-04-01,9호선,여의도,04시-05시 승차인원,33,4,승차,night
2026-04-01,9호선,염창,04시-05시 승차인원,29,4,승차,night
2026-04-01,9호선,증미,04시-05시 승차인원,0,4,승차,night
2026-04-01,9호선,흑석(중앙대입구),04시-05시 승차인원,5,4,승차,night
2026-04-01,9호선2~3단계,둔촌오륜,04시-05시 승차인원,0,4,승차,night
2026-04-01,9호선2~3단계,봉은사,04시-05시 승차인원,8,4,승차,night
2026-04-01,9호선2~3단계,삼성중앙,04시-05시 승차인원,4,4,승차,night
2026-04-01,9호선2~3단계,삼전,04시-05시 승차인원,8,4,승차,night
2026-04-01,9호선2~3단계,석촌,04시-05시 승차인원,8,4,승차,night
2026-04-01,9호선2~3단계,석촌고분,04시-05시 승차인원,4,4,승차,night
2026-04-01,9호선2~3단계,선정릉,04시-05시 승차인원,3,4,승차,night
2026-04-01,9호선2~3단계,송파나루,04시-05시 승차인원,1,4,승차,night
2026-04-01,9호선2~3단계,언주,04시-05시 승차인원,1,4,승차,night
2026-04-01,9호선2~3단계,올림픽공원(한국체대),04시-05시 승차인원,1,4,승차,night
2026-04-01,9호선2~3단계,종합운동장,04시-05시 승차인원,4,4,승차,night
2026-04-01,9호선2~3단계,중앙보훈병원,04시-05시 승차인원,6,4,승차,night
2026-04-01,9호선2~3단계,한성백제,04시-05시 승차인원,0,4,승차,night
2026-04-01,경강선,경기광주,04시-05시 승차인원,0,4,승차,night
2026-04-01,경강선,곤지암,04시-05시 승차인원,4,4,승차,night
2026-04-01,경강선,부발,04시-05시 승차인원,4,4,승차,night
2026-04-01,경강선,삼동,04시-05시 승차인원,3,4,승차,night
2026-04-01,경강선,성남,04시-05시 승차인원,0,4,승차,night
2026-04-01,경강선,세종대왕릉,04시-05시 승차인원,0,4,승차,night
2026-04-01,경강선,신둔도예촌,04시-05시 승차인원,1,4,승차,night
2026-04-01,경강선,여주,04시-05시 승차인원,12,4,승차,night
2026-04-01,경강선,이매,04시-05시 승차인원,9,4,승차,night
2026-04-01,경강선,이천,04시-05시 승차인원,4,4,승차,night
2026-04-01,경강선,초월,04시-05시 승차인원,1,4,승차,night
2026-04-01,경강선,판교,04시-05시 승차인원,4,4,승차,night
2026-04-01,경부선,가산디지털단지,04시-05시 승차인원,1315,4,승차,night
2026-04-01,경부선,관악,04시-05시 승차인원,96,4,승차,night
2026-04-01,경부선,광명,04시-05시 승차인원,0,4,승차,night
2026-04-01,경부선,구로,04시-05시 승차인원,12482,4,승차,night
2026-04-01,경부선,군포,04시-05시 승차인원,27,4,승차,night
2026-04-01,경부선,금정,04시-05시 승차인원,761,4,승차,night
2026-04-01,경부선,금천구청,04시-05시 승차인원,541,4,승차,night
2026-04-01,경부선,남영,04시-05시 승차인원,52,4,승차,night
2026-04-01,경부선,노량진,04시-05시 승차인원,364,4,승차,night
2026-04-01,경부선,당정,04시-05시 승차인원,62,4,승차,night
2026-04-01,경부선,대방,04시-05시 승차인원,615,4,승차,night
2026-04-01,경부선,독산,04시-05시 승차인원,573,4,승차,night
2026-04-01,경부선,두정,04시-05시 승차인원,1309,4,승차,night
2026-04-01,경부선,명학,04시-05시 승차인원,132,4,승차,night
2026-04-01,경부선,병점,04시-05시 승차인원,3977,4,승차,night
2026-04-01,경부선,서동탄,04시-05시 승차인원,0,4,승차,night
2026-04-01,경부선,서울역,04시-05시 승차인원,8,4,승차,night
2026-04-01,경부선,서정리,04시-05시 승차인원,69,4,승차,night
2026-04-01,경부선,석수,04시-05시 승차인원,307,4,승차,night
2026-04-01,경부선,성균관대,04시-05시 승차인원,183,4,승차,night
2026-04-01,경부선,성환,04시-05시 승차인원,33,4,승차,night
2026-04-01,경부선,세류,04시-05시 승차인원,556,4,승차,night
2026-04-01,경부선,세마,04시-05시 승차인원,387,4,승차,night
2026-04-01,경부선,송탄,04시-05시 승차인원,71,4,승차,night
2026-04-01,경부선,수원,04시-05시 승차인원,2160,4,승차,night
2026-04-01,경부선,신길,04시-05시 승차인원,744,4,승차,night
2026-04-01,경부선,신도림,04시-05시 승차인원,604,4,승차,night
2026-04-01,경부선,안양,04시-05시 승차인원,317,4,승차,night
2026-04-01,경부선,영등포,04시-05시 승차인원,4943,4,승차,night
2026-04-01,경부선,오산,04시-05시 승차인원,647,4,승차,night
2026-04-01,경부선,오산대,04시-05시 승차인원,270,4,승차,night
2026-04-01,경부선,용산,04시-05시 승차인원,391,4,승차,night
2026-04-01,경부선,의왕,04시-05시 승차인원,144,4,승차,night
2026-04-01,경부선,직산,04시-05시 승차인원,79,4,승차,night
2026-04-01,경부선,진위,04시-05시 승차인원,49,4,승차,night
2026-04-01,경부선,천안,04시-05시 승차인원,2092,4,승차,night
2026-04-01,경부선,평택,04시-05시 승차인원,82,4,승차,night
2026-04-01,경부선,평택지제,04시-05시 승차인원,33,4,승차,night
2026-04-01,경부선,화서,04시-05시 승차인원,313,4,승차,night
2026-04-01,경원선,가능,04시-05시 승차인원,668,4,승차,night
2026-04-01,경원선,광운대,04시-05시 승차인원,2554,4,승차,night
2026-04-01,경원선,녹양,04시-05시 승차인원,707,4,승차,night
2026-04-01,경원선,녹천,04시-05시 승차인원,1488,4,승차,night
2026-04-01,경원선,덕계,04시-05시 승차인원,22,4,승차,night
2026-04-01,경원선,덕정,04시-05시 승차인원,2,4,승차,night
2026-04-01,경원선,도봉,04시-05시 승차인원,421,4,승차,night
2026-04-01,경원선,도봉산,04시-05시 승차인원,310,4,승차,night
2026-04-01,경원선,동두천,04시-05시 승차인원,25,4,승차,night
2026-04-01,경원선,동두천중앙,04시-05시 승차인원,16,4,승차,night
2026-04-01,경원선,망월사,04시-05시 승차인원,523,4,승차,night
2026-04-01,경원선,방학,04시-05시 승차인원,737,4,승차,night
2026-04-01,경원선,보산,04시-05시 승차인원,36,4,승차,night
2026-04-01,경원선,서빙고,04시-05시 승차인원,49,4,승차,night
2026-04-01,경원선,석계,04시-05시 승차인원,1868,4,승차,night
2026-04-01,경원선,소요산,04시-05시 승차인원,75,4,승차,night
2026-04-01,경원선,신이문,04시-05시 승차인원,1563,4,승차,night
